City,Region,Country,ParentLocation,AirQuality,WaterPollution
Freiburg im Breisgau,Baden-Wurttemberg,Germany,Europe,88.33333333,5
Oberhausen,North Rhine-Westphalia,Germany,Europe,62.5,50
L?beck,Schleswig-Holstein,Germany,Europe,100,25
Rostock,Mecklenburg-Western Pomerania,Germany,Europe,90.625,37.5
Kassel,Hesse,Germany,Europe,75,50
Hagen,North Rhine-Westphalia,Germany,Europe,100,50
Hamm,North Rhine-Westphalia,Germany,Europe,87.5,50
Ludwigshafen,Rhineland-Palatinate,Germany,Europe,75,0
Osnabr?ck,Lower Saxony,Germany,Europe,82.14285714,0
Oldenburg,Lower Saxony,Germany,Europe,75,18.75
Leverkusen,North Rhine-Westphalia,Germany,Europe,83.33333333,50
Solingen,North Rhine-Westphalia,Germany,Europe,87.5,50
Neuss,North Rhine-Westphalia,Germany,Europe,50,75
Heidelberg,Baden-Wurttemberg,Germany,Europe,89.28571429,25
Paderborn,North Rhine-Westphalia,Germany,Europe,75,25
Darmstadt,Hesse,Germany,Europe,71.875,27.5
Regensburg,Bavaria,Germany,Europe,87.5,7.142857143
Ingolstadt,Bavaria,Germany,Europe,100,0
Ulm,Baden-Wurttemberg,Germany,Europe,88.88888889,10
Wolfsburg,Lower Saxony,Germany,Europe,96.875,0
Offenbach am Main,Hesse,Germany,Europe,75,50
Pforzheim,Baden-Wurttemberg,Germany,Europe,85,25
Recklinghausen,North Rhine-Westphalia,Germany,Europe,100,50
Bottrop,North Rhine-Westphalia,Germany,Europe,80,0
Reutlingen,Baden-Wurttemberg,Germany,Europe,85,25
Koblenz,Rhineland-Palatinate,Germany,Europe,67.85714286,41.66666667
Erlangen,Bavaria,Germany,Europe,81.25,29.16666667
Moers,North Rhine-Westphalia,Germany,Europe,62.5,50
Trier,Rhineland-Palatinate,Germany,Europe,85.71428571,25
Jena,Thuringia,Germany,Europe,95,75
Kursk,Kursk Oblast,Russia,Europe,100,50
Siegen,North Rhine-Westphalia,Germany,Europe,91.66666667,12.5
Hildesheim,Lower Saxony,Germany,Europe,62.5,50
Salzgitter,Lower Saxony,Germany,Europe,95,0
Cottbus,Brandenburg,Germany,Europe,100,50
Belgorod,Belgorod Oblast,Russia,Europe,75,70.83333333
Zadar,Zadar County,Croatia,Europe,100,8.333333333
Trento,Trentino-South Tyrol,Italy,Europe,86.76470588,0
Ancona,Marche,Italy,Europe,63.88888889,30
Voronezh,Voronezh Oblast,Russia,Europe,36.84210526,67.10526316
Perugia,Umbria,Italy,Europe,70,50
L'Aquila,Abruzzo,Italy,Europe,87.5,50
Lipetsk,Lipetsk Oblast,Russia,Europe,37.5,37.5
Bari,Apulia,Italy,Europe,63.33333333,22.22222222
Tambov,Tambov Oblast,Russia,Europe,62.5,45
Sibenik,Sibenik-Knin County,Croatia,Europe,100,0
Novy Jicin,,Czech Republic,Europe,62.5,50
Karlovac,,Croatia,Europe,75,25
Ankara,Ankara Province,Turkey,Europe,38.9084507,57.95454545
Krasnodar,Krasnodar Krai,Russia,Europe,44.44444444,44.44444444
Belgrade,Belgrade District,Serbia,Europe,34.82532751,50.90497738
Gera,Thuringia,Germany,Europe,100,50
Kaiserslautern,Rhineland-Palatinate,Germany,Europe,87.5,5
Zwickau,Saxony,Germany,Europe,75,50
Flensburg,Schleswig-Holstein,Germany,Europe,87.5,50
T?bingen,Baden-Wurttemberg,Germany,Europe,89.28571429,8.333333333
Konstanz,Baden-Wurttemberg,Germany,Europe,79.16666667,25
Minden,North Rhine-Westphalia,Germany,Europe,100,50
Worms,Rhineland-Palatinate,Germany,Europe,60,100
Wilhelmshaven,Lower Saxony,Germany,Europe,100,50
Marburg,Hesse,Germany,Europe,85,0
Catanzaro,Calabria,Italy,Europe,87.5,50
Bayreuth,Bavaria,Germany,Europe,75,0
Astrakhan,Astrakhan Oblast,Russia,Europe,50,56.25
Bamberg,Bavaria,Germany,Europe,95.83333333,12.5
Aschaffenburg,Bavaria,Germany,Europe,77.77777778,40
Aalen,Baden-Wurttemberg,Germany,Europe,87.5,50
Fulda,Hesse,Germany,Europe,87.5,50
Bergheim,North Rhine-Westphalia,Germany,Europe,75,50
Liege,Wallonia,Belgium,Europe,54.54545455,28.57142857
Wesel,North Rhine-Westphalia,Germany,Europe,100,50
Frankfurt (Oder),Brandenburg,Germany,Europe,70,100
Friedrichshafen,Baden-Wurttemberg,Germany,Europe,90,0
Glasgow,Scotland,United Kingdom,Europe,64.90384615,19.44444444
Neu-Ulm,Bavaria,Germany,Europe,100,50
Schweinfurt,Bavaria,Germany,Europe,87.5,62.5
Passau,Bavaria,Germany,Europe,90,0
Lucerne,Canton of Lucerne,Switzerland,Europe,71.66666667,21.875
Khabarovsk,Khabarovsk Krai,Russia,Europe,61.11111111,57.5
Pula,Istria County,Croatia,Europe,88.63636364,27.27272727
Slavonski Brod,Brod-Posavina County,Croatia,Europe,27.27272727,17.85714286
Makhachkala,Republic of Dagestan,Russia,Europe,62.5,43.75
Stavropol,Stavropol Krai,Russia,Europe,85.71428571,28.57142857
Vladikavkaz,Republic of North Ossetia-Alania,Russia,Europe,50,25
Riehen,,Switzerland,Europe,100,50
Rovinj,Istria County,Croatia,Europe,100,25
Porec,Istria County,Croatia,Europe,83.33333333,8.333333333
Saratov,Saratov Oblast,Russia,Europe,25,60
Orenburg,Orenburg Oblast,Russia,Europe,30,60
Saransk,Republic of Mordovia,Russia,Europe,0,100
Kirov,Kirov Oblast,Russia,Europe,66.66666667,66.66666667
Varazdin,Varazdin County,Croatia,Europe,91.66666667,33.33333333
Izhevsk,Udmurt Republic,Russia,Europe,33.33333333,70.83333333
Yoshkar-Ola,Mari El Republic,Russia,Europe,100,50
Cheboksary,Chuvash Republic,Russia,Europe,50,35
Treviso,Veneto,Italy,Europe,50,27.77777778
Penza,Penza Oblast,Russia,Europe,37.5,62.5
Ulyanovsk,Ulyanovsk Oblast,Russia,Europe,58.33333333,37.5
Koprivnica,Koprivnica-Krizevci County,Croatia,Europe,100,0
Bjelovar,Bjelovar-Bilogora County,Croatia,Europe,100,0
Mary,Mary Region,Turkmenistan,Europe,100,0
Tyumen,Tyumen Oblast,Russia,Europe,66.66666667,55
Toledo,Castile-La Mancha,Spain,Europe,75,50
Vukovar,Vukovar-Syrmia County,Croatia,Europe,25,75
Cuneo,Piedmont,Italy,Europe,82.5,0
Hvar,Split-Dalmatia County,Croatia,Europe,75,25
Novara,Piedmont,Italy,Europe,65,0
Kemerovo,Kemerovo Oblast,Russia,Europe,40,60
Alessandria,Piedmont,Italy,Europe,35.71428571,56.25
Asti,Piedmont,Italy,Europe,62.5,50
Soest,North Rhine-Westphalia,Germany,Europe,100,50
Brescia,Lombardy,Italy,Europe,22.65625,70.53571429
Coventry,England,United Kingdom,Europe,56.66666667,31.81818182
St Albans,England,United Kingdom,Europe,62.5,18.75
Cremona,Lombardy,Italy,Europe,50,50
Monza,Lombardy,Italy,Europe,42.85714286,50
Varese,Lombardy,Italy,Europe,50,33.33333333
Avignon,,France,Europe,57.14285714,66.66666667
Montpellier,,France,Europe,71.66666667,29.54545455
Antalya,Antalya Province,Turkey,Europe,67.1875,41.07142857
Varna,Varna Province,Bulgaria,Europe,40.10416667,48.88888889
Burgas,Burgas Province,Bulgaria,Europe,46.42857143,46.73913043
Vicenza,Veneto,Italy,Europe,45,47.5
Orleans,,France,Europe,83.33333333,50
Irkutsk,Irkutsk Oblast,Russia,Europe,53.125,37.5
Gorizia,Friuli-Venezia Giulia,Italy,Europe,90,25
Strasbourg,,France,Europe,68,47.36842105
Yakutsk,Sakha Republic,Russia,Europe,58.33333333,87.5
Poitiers,,France,Europe,87.5,50
Perpignan,,France,Europe,95,50
Livorno,Tuscany,Italy,Europe,55.55555556,62.5
Herzogenrath,North Rhine-Westphalia,Germany,Europe,75,50
Blagoveshchensk,Amur Oblast,Russia,Europe,25,25
Hof,Bavaria,Germany,Europe,75,50
Dijon,,France,Europe,87.5,12.5
Lugano,Ticino,Switzerland,Europe,67.85714286,12.5
Nordhausen,Thuringia,Germany,Europe,100,50
Br?hl,North Rhine-Westphalia,Germany,Europe,75,50
Girona,Catalonia,Spain,Europe,100,0
Amberg,Bavaria,Germany,Europe,100,50
Bad Kreuznach,Rhineland-Palatinate,Germany,Europe,100,50
Sevastopol,,Ukraine,Europe,75,56.25
Lutsk,Volyn Oblast,Ukraine,Europe,54.16666667,58.33333333
Yuzhno-Sakhalinsk,Sakhalin Oblast,Russia,Europe,8.333333333,75
Toulouse,,France,Europe,61.29032258,39.42307692
Valladolid,Castile and Leon,Spain,Europe,70,41.66666667
Ostrava,,Czech Republic,Europe,28.84615385,25
Terni,Umbria,Italy,Europe,42.5,50
Bilbao,Basque Autonomous Community,Spain,Europe,70,26.31578947
Seville,Andalusia,Spain,Europe,57.14285714,23.80952381
Vigo,Galicia,Spain,Europe,86.45833333,21.25
Granada,Andalusia,Spain,Europe,58.92857143,14.28571429
Valencia,Community of Valencia,Spain,Europe,59.65909091,38.41463415
Palma,Balearic Islands,Spain,Europe,75,36.66666667
Malaga,Andalusia,Spain,Europe,75,30.55555556
Schaffhausen,Canton of Schaffhausen,Switzerland,Europe,87.5,18.75
Winterthur,Canton of Zurich,Switzerland,Europe,91.66666667,0
Baku,,Azerbaijan,Europe,29.89690722,69.02173913
Bishkek,,Kyrgyzstan,Europe,18.57142857,45.96774194
Dushanbe,,Tajikistan,Europe,41.66666667,61.11111111
Burgos,Castile and Leon,Spain,Europe,100,33.33333333
Pamplona,Navarre,Spain,Europe,100,0
Almeria,Andalusia,Spain,Europe,75,43.75
Elche,Community of Valencia,Spain,Europe,85,41.66666667
Belfast,Northern Ireland,United Kingdom,Europe,76.35135135,22.72727273
Cardiff,Wales,United Kingdom,Europe,70,20.45454545
Montecchio,Umbria,Italy,Europe,87.5,50
Lugo,Galicia,Spain,Europe,100,50
Sarajevo,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,Europe,25,44.01041667
Tulcea,Tulcea County,Romania,Europe,80,29.16666667
Zvolen,Banska Bystrica Region,Slovakia,Europe,87.5,50
Alicante,Community of Valencia,Spain,Europe,80.68181818,40.625
Tychy,Silesian Voivodeship,Poland,Europe,22.5,43.75
Nantes,,France,Europe,72.61904762,20.58823529
Brest,,France,Europe,79.54545455,35.71428571
Murcia,Region of Murcia,Spain,Europe,68.18181818,32.14285714
Huelva,Andalusia,Spain,Europe,40,50
Sabadell,Catalonia,Spain,Europe,50,0
Gijon,Asturias,Spain,Europe,50,25
Jerez de la Frontera,Andalusia,Spain,Europe,67.85714286,25
Pontevedra,Galicia,Spain,Europe,96.42857143,16.66666667
Lokeren,Flemish Region,Belgium,Europe,75,50
Bruges,Flemish Region,Belgium,Europe,82.5,30
Sint-Niklaas,Flemish Region,Belgium,Europe,25,50
Macerata,Marche,Italy,Europe,93.75,8.333333333
La Linea de la Concepcion,Andalusia,Spain,Europe,37.5,75
Ronda,Andalusia,Spain,Europe,100,0
Krk,Primorje-Gorski Kotar County,Croatia,Europe,50,50
Graz,Styria,Austria,Europe,53.33333333,21.15384615
Savona,Liguria,Italy,Europe,66.66666667,62.5
Piacenza,Emilia-Romagna,Italy,Europe,62.5,50
Ferrara,Emilia-Romagna,Italy,Europe,39.28571429,50
Ravenna,Emilia-Romagna,Italy,Europe,64.28571429,16.66666667
Forli,Emilia-Romagna,Italy,Europe,58.33333333,100
Rimini,Emilia-Romagna,Italy,Europe,75,62.5
Lucca,Tuscany,Italy,Europe,66.66666667,37.5
Pisa,Tuscany,Italy,Europe,53.125,37.5
Prato,Tuscany,Italy,Europe,50,50
Lecce,Apulia,Italy,Europe,71.66666667,47.72727273
Latina,Lazio,Italy,Europe,70.83333333,62.5
Foggia,Apulia,Italy,Europe,62.5,81.25
Barletta,Apulia,Italy,Europe,65,75
Brindisi,Apulia,Italy,Europe,35,58.33333333
Taranto,Apulia,Italy,Europe,75,50
Sassari,Sardinia,Italy,Europe,71.875,43.75
Olbia,Sardinia,Italy,Europe,87.5,50
Messina,Sicily,Italy,Europe,75,12.5
Syracuse,Sicily,Italy,Europe,59.375,75
Agrigento,Sicily,Italy,Europe,75,50
Tartu,Tartu County,Estonia,Europe,92.59259259,11.95652174
Aarau,Canton Aargau,Switzerland,Europe,87.5,0
Aviles,Asturias,Spain,Europe,50,50
Kaufbeuren,Bavaria,Germany,Europe,100,50
Coburg,Bavaria,Germany,Europe,100,50
Ansbach,Bavaria,Germany,Europe,80,25
Bensheim,Hesse,Germany,Europe,87.5,50
Saarlouis,Saarland,Germany,Europe,100,50
Bernburg,Saxony-Anhalt,Germany,Europe,100,50
Backnang,Baden-Wurttemberg,Germany,Europe,100,0
Brno,,Czech Republic,Europe,55.93220339,35.18518519
Tarragona,Catalonia,Spain,Europe,50,45
Castello de la Plana,Community of Valencia,Spain,Europe,87.5,25
Albacete,Castile-La Mancha,Spain,Europe,75,12.5
Badalona,Catalonia,Spain,Europe,87.5,50
Vilanova i la Geltru,Catalonia,Spain,Europe,87.5,50
Caceres,Extremadura,Spain,Europe,100,50
Badajoz,Extremadura,Spain,Europe,96.875,43.75
Jaen,Andalusia,Spain,Europe,75,37.5
Cadiz,Andalusia,Spain,Europe,77.77777778,25
Salamanca,Castile and Leon,Spain,Europe,96.42857143,25
Novorossiysk,Krasnodar Krai,Russia,Europe,33.33333333,90
Domzale,Municipality of Domzale,Slovenia,Europe,50,0
Grosuplje,Municipality of Grosuplje,Slovenia,Europe,100,0
Idrija,Municipality of Idrija,Slovenia,Europe,75,25
Izola,Municipality of Izola,Slovenia,Europe,90,10
Murska Sobota,City Municipality of Murska Sobota,Slovenia,Europe,62.5,50
Ravne na Koroskem,Municipality of Ravne na Koroskem,Slovenia,Europe,75,50
Slovenska Bistrica,Municipality of Slovenska Bistrica,Slovenia,Europe,100,75
Slovenj Gradec,City Municipality of Slovenj Gradec,Slovenia,Europe,75,0
Skofja Loka,Municipality of Skofja Loka,Slovenia,Europe,100,0
Velenje,City Municipality of Velenje,Slovenia,Europe,75,50
Zagorje ob Savi,Zagorje ob Savi Municipality,Slovenia,Europe,62.5,50
Uelzen,Lower Saxony,Germany,Europe,100,50
Schwedt/Oder,Brandenburg,Germany,Europe,87.5,50
Esch-sur-Alzette,,Luxembourg,Europe,75,50
Deggendorf,Bavaria,Germany,Europe,50,0
Ceske Budejovice,,Czech Republic,Europe,65,50
Thessaloniki,,Greece,Europe,39.52380952,47.5
Biella,Piedmont,Italy,Europe,87.5,50
Manchester,England,United Kingdom,Europe,52,37.77777778
Stockport,England,United Kingdom,Europe,75,0
Simferopol,Republic of Crimea,Russia,Europe,18.75,33.33333333
Gori,Shida Kartli,Georgia,Europe,75,50
Bucharest,,Romania,Europe,23.50574713,55.02336449
Tirana,Tirana County,Albania,Europe,18.31683168,73.17708333
Welwyn Garden City,England,United Kingdom,Europe,100,0
Stevenage,England,United Kingdom,Europe,75,0
Neustrelitz,Mecklenburg-Western Pomerania,Germany,Europe,100,50
Skovde,Vastra Gotaland County,Sweden,Europe,100,0
Bath,England,United Kingdom,Europe,40,35
Bradford,England,United Kingdom,Europe,37.5,31.25
Landstuhl,Rhineland-Palatinate,Germany,Europe,100,0
Swansea,Wales,United Kingdom,Europe,80.55555556,10
Bristol,England,United Kingdom,Europe,56.81818182,33.92857143
Edinburgh,Scotland,United Kingdom,Europe,75.81967213,12.5
Ashgabat,,Turkmenistan,Europe,61.11111111,36.11111111
Marseille,,France,Europe,29.44444444,52.43902439
Podgorica,Podgorica Municipality,Montenegro,Europe,51.13636364,38.88888889
Valletta,,Malta,Europe,31.94444444,56.57894737
Liverpool,England,United Kingdom,Europe,71.66666667,20
Bremen,,Germany,Europe,78.75,15.625
Uppsala,Uppsala County,Sweden,Europe,88.54166667,7.894736842
Gothenburg,Vastra Gotaland County,Sweden,Europe,82.25806452,20.53571429
Raciborz,Silesian Voivodeship,Poland,Europe,62.5,50
Kosice,Kosice Region,Slovakia,Europe,52.38095238,35.29411765
Helsingborg,Skane County,Sweden,Europe,31.25,35
Vasteras,Vastmanland County,Sweden,Europe,80.76923077,16.66666667
Linkoping,Ostergotland County,Sweden,Europe,85,0
Funchal,Madeira,Portugal,Europe,84.09090909,31.94444444
Batumi,Adjara,Georgia,Europe,90.625,25
Umea,Vasterbotten County,Sweden,Europe,97.22222222,0
St. Gallen,Canton of St. Gallen,Switzerland,Europe,96.875,0
Orebro,Orebro County,Sweden,Europe,87.5,12.5
Zilina,Zilina region,Slovakia,Europe,55,31.25
Trondheim,Trondelag,Norway,Europe,91,9.210526316
Presov,Presov Region,Slovakia,Europe,58.33333333,25
Trnava,Trnava Region,Slovakia,Europe,60.71428571,0
Kalmar,Kalmar County,Sweden,Europe,100,50
Poprad,Presov Region,Slovakia,Europe,97.22222222,10
Nitra,Nitra Region,Slovakia,Europe,75,50
Bergen,Vestland,Norway,Europe,80.3030303,17.59259259
Martin,Zilina region,Slovakia,Europe,55,0
Molndal,Vastra Gotaland County,Sweden,Europe,100,50
Ruzomberok,Zilina region,Slovakia,Europe,45,50
Lahti,,Finland,Europe,90.90909091,14.28571429
Akureyri,,Iceland,Europe,85,75
Hastings,England,United Kingdom,Europe,100,0
Canterbury,England,United Kingdom,Europe,56.25,35.41666667
Rouen,,France,Europe,47.72727273,57.14285714
Krakow,Lesser Poland Voivodeship,Poland,Europe,12.19879518,36.53846154
Melitopol,Zaporizhzhia Oblast,Ukraine,Europe,75,50
Gandia,Community of Valencia,Spain,Europe,100,50
Nice,,France,Europe,53.125,28.94736842
Oxford,England,United Kingdom,Europe,78.75,26.5625
Salzburg,Salzburg,Austria,Europe,82.69230769,38.88888889
Almaty,,Kazakhstan,Europe,11.83035714,48.86363636
Izmir,Izmir Province,Turkey,Europe,47.08737864,58.60215054
Lviv,Lviv Oblast,Ukraine,Europe,51.86567164,49.23076923
Fribourg,canton of Fribourg,Switzerland,Europe,92.85714286,25
Aberdeen,Scotland,United Kingdom,Europe,79.76190476,14.70588235
Porto,,Portugal,Europe,68.44262295,34.58333333
Cork,,Ireland,Europe,83.33333333,28.125
Pardubice,,Czech Republic,Europe,50,41.66666667
Rauma,,Finland,Europe,100,0
Mariupol,Donetsk Oblast,Ukraine,Europe,12.5,91.66666667
Lublin,Lublin Voivodeship,Poland,Europe,35.9375,41.66666667
Besancon,,France,Europe,87.5,37.5
Angers,,France,Europe,100,25
Turku,,Finland,Europe,90,11.66666667
Adana,Adana Province,Turkey,Europe,55,12.5
Leeds,England,United Kingdom,Europe,53.67647059,19.64285714
Bodo,Nordland,Norway,Europe,100,0
Sochi,Krasnodar Krai,Russia,Europe,75,42.85714286
Birkirkara,,Malta,Europe,17.85714286,64.28571429
Cannes,,France,Europe,75,25
Bursa,Bursa Province,Turkey,Europe,55.76923077,37.5
Tampere,,Finland,Europe,86.60714286,13.54166667
Nancy,,France,Europe,47.22222222,35
Caen,,France,Europe,81.25,31.25
Bydgoszcz,Kuyavian-Pomeranian Voivodeship,Poland,Europe,34.52380952,42.64705882
Nottingham,England,United Kingdom,Europe,54.6875,38.63636364
Linz,Upper Austria,Austria,Europe,61.76470588,27.5
Mykolaiv,Mykolaiv Oblast,Ukraine,Europe,50,75
Amiens,,France,Europe,75,37.5
Haifa,Haifa District,Israel,Europe,17.96875,54.62962963
Klagenfurt,Carinthia,Austria,Europe,71.42857143,16.66666667
Beersheba,Southern District,Israel,Europe,29.16666667,21.875
Reims,,France,Europe,81.25,18.75
Szombathely,Vas County,Hungary,Europe,100,50
Clermont-Ferrand,,France,Europe,80.55555556,15
Kharkiv,Kharkiv Oblast,Ukraine,Europe,52.05882353,58.73493976
Sheffield,England,United Kingdom,Europe,70.23809524,27.94117647
York,England,United Kingdom,Europe,81.81818182,18.75
Saint-Etienne,,France,Europe,90,0
Nimes,,France,Europe,75,50
Le Havre,,France,Europe,75,25
Donetsk,Donetsk Oblast,Ukraine,Europe,20,65
Aigle,Canton of Vaud,Switzerland,Europe,75,25
Plymouth,England,United Kingdom,Europe,73.80952381,23.61111111
Edirne,Edirne Province,Turkey,Europe,33.33333333,50
Plzen,,Czech Republic,Europe,65,42.85714286
Derby,England,United Kingdom,Europe,73.07692308,21.15384615
Toulon,,France,Europe,60,41.66666667
Bugibba,,Malta,Europe,40,65
Viljandi,Viljandi County,Estonia,Europe,100,37.5
Paide,Jarva County,Estonia,Europe,100,0
Monte Carlo,Commune of Monaco,Monaco,Europe,22.72727273,43.75
Trabzon,Trabzon Province,Turkey,Europe,27.77777778,25
Coimbra,Coimbra,Portugal,Europe,82.35294118,41.17647059
Limoges,,France,Europe,100,0
Pecs,Baranya County,Hungary,Europe,62.5,25
Dunkirk,,France,Europe,36.11111111,45
Suceava,Suceava County,Romania,Europe,71.875,37.5
Kavaje,Tirana County,Albania,Europe,100,75
Alcala de Henares,Community of Madrid,Spain,Europe,75,50
Espoo,Uusimaa,Finland,Europe,95.45454545,19.44444444
Saint-Denis,Reunion,France,Europe,75,50
Oulu,,Finland,Europe,86.95652174,12.5
Aix-en-Provence,,France,Europe,78.57142857,50
Torun,Kuyavian-Pomeranian Voivodeship,Poland,Europe,37.5,42.85714286
Salford,England,United Kingdom,Europe,100,50
Dnipro,Dnipropetrovsk Oblast,Ukraine,Europe,24.19354839,70.65217391
Kayseri,Kayseri Province,Turkey,Europe,25,62.5
Strumica,Strumica Municipality,North Macedonia,Europe,68.75,28.125
Demmin,Mecklenburg-Western Pomerania,Germany,Europe,100,50
Gniezno,Greater Poland Voivodeship,Poland,Europe,50,0
Kolomyia,Ivano-Frankivsk Oblast,Ukraine,Europe,75,0
Kalisz,Greater Poland Voivodeship,Poland,Europe,50,50
Konin,Greater Poland Voivodeship,Poland,Europe,25,25
Leszno,Greater Poland Voivodeship,Poland,Europe,75,50
Faenza,Emilia-Romagna,Italy,Europe,75,50
Nykoping,Sodermanland County,Sweden,Europe,100,50
Kumanovo,Kumanovo Municipality,North Macedonia,Europe,16.66666667,91.66666667
Visby,Gotland County,Sweden,Europe,75,0
Fuenlabrada,Community of Madrid,Spain,Europe,87.5,100
Harrow,England,United Kingdom,Europe,75,58.33333333
Novi Sad,,Serbia,Europe,59.23913043,47.15909091
Annaberg-Buchholz,Saxony,Germany,Europe,87.5,50
Doncaster,England,United Kingdom,Europe,15,45.83333333
Narvik,Nordland,Norway,Europe,90,100
Mo i Rana,Nordland,Norway,Europe,80,0
Uzice,Zlatibor District,Serbia,Europe,25,75
Zalaegerszeg,Zala County,Hungary,Europe,0,100
Ashkelon,Southern District,Israel,Europe,5,100
Semey,East Kazakhstan Region,Kazakhstan,Europe,25,75
Vanadzor,Lori Region,Armenia,Europe,25,50
Koszalin,West Pomeranian Voivodeship,Poland,Europe,55,50
Vernier,Canton of Geneva,Switzerland,Europe,12.5,75
Baden,Canton Aargau,Switzerland,Europe,75,20
Nyon,Canton of Vaud,Switzerland,Europe,100,0
Lancy,Canton of Geneva,Switzerland,Europe,75,0
Dubendorf,Canton of Zurich,Switzerland,Europe,100,50
Baar,Canton of Zug,Switzerland,Europe,75,50
High Wycombe,England,United Kingdom,Europe,62.5,50
Glogow,Lower Silesian Voivodeship,Poland,Europe,50,50
Davos,Grisons,Switzerland,Europe,100,50
La Chaux-de-Fonds,Canton of Neuchatel,Switzerland,Europe,75,0
Olten,Canton of Solothurn,Switzerland,Europe,80,100
Sion,Canton of Valais,Switzerland,Europe,80,6.25
Zug,Canton of Zug,Switzerland,Europe,91.66666667,8.333333333
Vevey,Canton of Vaud,Switzerland,Europe,100,0
Solothurn,Canton of Solothurn,Switzerland,Europe,100,50
Chur,Grisons,Switzerland,Europe,100,0
Cham,Canton of Zug,Switzerland,Europe,100,0
Neuchatel,Canton of Neuchatel,Switzerland,Europe,92.85714286,0
Montreux,Canton of Vaud,Switzerland,Europe,62.5,50
Langenthal,Canton of Bern,Switzerland,Europe,100,0
Portsmouth,England,United Kingdom,Europe,60,40
Kurchatov,Kursk Oblast,Russia,Europe,75,75
Dzerzhinsk,Nizhny Novgorod Oblast,Russia,Europe,100,50
Kluczbork,Opole Voivodeship,Poland,Europe,50,50
Mulhouse,,France,Europe,87.5,25
Southampton,England,United Kingdom,Europe,67.30769231,46.875
Konya,Konya Province,Turkey,Europe,18.18181818,45
Debrecen,Hajdu-Bihar County,Hungary,Europe,56.57894737,20.83333333
Daugavpils,,Latvia,Europe,50,37.5
Antakya,Hatay Province,Turkey,Europe,87.5,50
Charleroi,Wallonia,Belgium,Europe,50,60
Olomouc,,Czech Republic,Europe,66.66666667,20
Szeged,Csongrad-Csanad County,Hungary,Europe,69.44444444,25
La Rochelle,,France,Europe,90,0
Olsztyn,Warmian-Masurian Voivodeship,Poland,Europe,42.70833333,43.75
Van,Van Province,Turkey,Europe,0,50
Leicester,England,United Kingdom,Europe,70.3125,27.08333333
Durres,Durres County,Albania,Europe,37.5,62.5
Sibiu,Sibiu County,Romania,Europe,77.63157895,21.66666667
Diyarbakir,Diyarbakir Province,Turkey,Europe,18.75,0
Mons,Wallonia,Belgium,Europe,80,50
Saue,Harju County,Estonia,Europe,100,0
Opole,Opole Voivodeship,Poland,Europe,37.5,45.45454545
Sopot,Pomeranian Voivodeship,Poland,Europe,45.45454545,53.57142857
Chrzanow,Lesser Poland Voivodeship,Poland,Europe,37.5,50
Gaziantep,Gaziantep Province,Turkey,Europe,25,37.5
Mostar,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,Europe,93.18181818,35
Oradea,,Romania,Europe,65.47619048,26.66666667
Novokuznetsk,Kemerovo Oblast,Russia,Europe,0,45
Magnitogorsk,Chelyabinsk Oblast,Russia,Europe,0,72.72727273
Nizhny Tagil,Sverdlovsk Oblast,Russia,Europe,0,100
Volzhsky,,Russia,Europe,0,75
Ourense,Galicia,Spain,Europe,100,33.33333333
Cluj-Napoca,Cluj County,Romania,Europe,57.11206897,33.40909091
Newport,Wales,United Kingdom,Europe,82.14285714,58.33333333
Narva,Ida-Viru County,Estonia,Europe,75,66.66666667
Kielce,Swietokrzyskie Voivodeship,Poland,Europe,50,50
Bytom,Silesian Voivodeship,Poland,Europe,35,75
Parnu,Parnu County,Estonia,Europe,75,25
Miskolc,Borsod-Abauj-Zemplen County,Hungary,Europe,44.44444444,15
Corinth,Peloponnese Region,Greece,Europe,87.5,50
Czestochowa,Silesian Voivodeship,Poland,Europe,45.83333333,12.5
Rovaniemi,,Finland,Europe,100,15
Zabrze,Silesian Voivodeship,Poland,Europe,15.625,37.5
Ventspils,,Latvia,Europe,92.85714286,8.333333333
Chorzow,Silesian Voivodeship,Poland,Europe,25,50
Zgierz,Lodz Voivodeship,Poland,Europe,75,50
Bakal,Chelyabinsk Oblast,Russia,Europe,75,100
Balashikha,Moscow Oblast,Russia,Europe,25,58.33333333
Elblag,Warmian-Masurian Voivodeship,Poland,Europe,54.16666667,50
Zielona Gora,Lubusz Voivodeship,Poland,Europe,75,12.5
Plock,Masovian Voivodeship,Poland,Europe,33.33333333,45
Gorzow Wielkopolski,Lubusz Voivodeship,Poland,Europe,55,75
Radom,Masovian Voivodeship,Poland,Europe,40,50
Slupsk,Pomeranian Voivodeship,Poland,Europe,87.5,50
Sosnowiec,Silesian Voivodeship,Poland,Europe,17.85714286,25
Gliwice,Silesian Voivodeship,Poland,Europe,19.11764706,59.61538462
Legnica,Lower Silesian Voivodeship,Poland,Europe,50,50
Tarnow,Lesser Poland Voivodeship,Poland,Europe,37.5,50
Wloclawek,Kuyavian-Pomeranian Voivodeship,Poland,Europe,45,75
Rybnik,Silesian Voivodeship,Poland,Europe,13.88888889,41.66666667
Akranes,,Iceland,Europe,100,37.5
Sivas,Sivas Province,Turkey,Europe,33.33333333,75
Valmiera,,Latvia,Europe,100,50
Dabrowa Gornicza,Silesian Voivodeship,Poland,Europe,33.33333333,25
